positive,negative,rating,comments,category,comments_preprocessed
"Odlicna lokacija, osoblje je ljubazno, hotel je besprekorno cist...Svaka preporuka!",,10,"Odlicna lokacija, osoblje je ljubazno, hotel je besprekorno cist...Svaka preporuka! ",pozitivan,odlican lokacija osoblje ljubazan hotel besprekoran cistsvak preporuka
"Nama je ovo drugi put da smo boravili ovde, ali ne i poslednji jer sve je super.
Od Lokacije, osoblja , čistoća.",Nista,10,"Nama je ovo drugi put da smo boravili ovde, ali ne i poslednji jer sve je super.
Od Lokacije, osoblja , čistoća. Nista",pozitivan,ovaj drugi boraviti ovde poslednji sav super lokacija osoblje čistoć nist
"lokacija, ljubazno osoblje, čistoća...",,10,"lokacija, ljubazno osoblje, čistoća... ",pozitivan,lokacija ljubazan osoblje čistoć
"Lokacija, izuzetno ljubazno osoblje (recepcioner i sobarica)",Aparat za kafu,9,"Lokacija, izuzetno ljubazno osoblje (recepcioner i sobarica) Aparat za kafu",pozitivan,lokacija izuzetno ljubazan osoblje recepcioner sobarica aparat kafa
"Lokacija je odlicna. Lepo je, cisto i uredno.","Buka u hotelu, pogotovo nocu. Gosti pored nas su bili apsolutno preglasni (vika, lupanje vratima, trcanje kroz hodnik). Znam da to nema mnogo veze sa hotelom, ali bilo bi dobro da se to ne desava.",9,"Lokacija je odlicna. Lepo je, cisto i uredno. Buka u hotelu, pogotovo nocu. Gosti pored nas su bili apsolutno preglasni (vika, lupanje vratima, trcanje kroz hodnik). Znam da to nema mnogo veze sa hotelom, ali bilo bi dobro da se to ne desava.",pozitivan,lokacija odlican lepo cisto uredan buka hotel pogotovo nocati gost apsolutno preglasan vika lupanje vrata trcanje hodnik nemati mnogo veza hotel dobar desavati
"Mogu odgovorno ostaviti svoju preporuku, sve je do tancina perfekntno, lokacija, sam apartman, higijena na vrhunskom nivou, usluga, sve za Veliku desetku..",,10,"Mogu odgovorno ostaviti svoju preporuku, sve je do tancina perfekntno, lokacija, sam apartman, higijena na vrhunskom nivou, usluga, sve za Veliku desetku.. ",pozitivan,moći odgovoran ostaviti preporuka sav do tancina perfekntan lokacija apartman higiti vrhunski nivo usluga sav velik desetka
"Top lokacija, novi apartmani, uredni, moderno opremljeni.",,10,"Top lokacija, novi apartmani, uredni, moderno opremljeni. ",pozitivan,top lokacija nov apartman uredni moderno opremiti
"Top lokacija, uredno, čisto. Uvijek se rado vraćam u ovaj apartman..",,10,"Top lokacija, uredno, čisto. Uvijek se rado vraćam u ovaj apartman.. ",pozitivan,top lokacija uredno čisto uvijek rado vraćati ovaj apartman
"Sjajna lokacija, sam centar grada.",,9,"Sjajna lokacija, sam centar grada. ",pozitivan,sjajan lokacija centar grad
sve je bilo super,cena je malo vise veca nego sto bi trebalo,10,sve je bilo super cena je malo vise veca nego sto bi trebalo,pozitivan,sav super cena malo mnogo veca sto trebati
,jedino krevet sto je bio sastavljen od dva manja pa je bila rupa na sredini ostalo sve super,8, jedino krevet sto je bio sastavljen od dva manja pa je bila rupa na sredini ostalo sve super,pozitivan,jedino krevet sto sastaviti manja rupa sredina ostali sav super
Recepcioner Filip je extra!Preporuke za smjestaj,parking..,10,Recepcioner Filip je extra!Preporuke za smjestaj parking..,pozitivan,recepcioner filip extrapreporuka smjestaj parking
"Top lokacija, ljubazno osoblje. Sve preporuke za apartmane.",,10,"Top lokacija, ljubazno osoblje. Sve preporuke za apartmane. ",pozitivan,top lokacija ljubazan osoblje sav preporuka apartmana
"super je smjestaj,sve je cisto i uredno i lokacija je fenomenalna.","moja zamjerka je parking,parkiraliste je stvarno blizu ali je velika guzva i cesto nema mjesta.Ne bi bilo lose kad bi gosti mogli da rezervisu na tom parkiralistu parking mjesto sa dnevnom kartom.Sobe do ulice su malo bucnije a ove suprotno su odlicne.",9,"super je smjestaj,sve je cisto i uredno i lokacija je fenomenalna. moja zamjerka je parking,parkiraliste je stvarno blizu ali je velika guzva i cesto nema mjesta.Ne bi bilo lose kad bi gosti mogli da rezervisu na tom parkiralistu parking mjesto sa dnevnom kartom.Sobe do ulice su malo bucnije a ove suprotno su odlicne.",pozitivan,super smjestajsva cisto uredno lokacija fenomenalan zamjerak parkingparkiralist stvaran velik guzva nemati mjestan lose kad gost moći rezervisati parkiralist parking mjesto dnevni kartomsoba do ulica malo bucan ovaj suprotno odlicni
"Ljubazno osoblje.
Izvanredna lokacija",Sve je bilo Ok,9,"Ljubazno osoblje.
Izvanredna lokacija Sve je bilo Ok",pozitivan,ljubazan osoblje izvanredni lokacija sav ok
"Nemam primedbi na smastaj
Svaka cast",,10,"Nemam primedbi na smastaj
Svaka cast ",pozitivan,nemati primedba smastaj svaki cast
"Ljubazno osoblje, ciste i udobne sobe.",Sve je bilo U najboljem redu... Nema loseh stvari,8,"Ljubazno osoblje, ciste i udobne sobe. Sve je bilo U najboljem redu... Nema loseh stvari",pozitivan,ljubazan osoblje cista udoban soba sav dobar red nemati los stvar
"Ovo je trenutno moje omiljene mesto za boravak u BG.
Top i savršena lokacija, čisto, ljubazno osoblje, sve je bilo savršeno i doćićemo opet.","Jedinooo sto mi se nije svidelo je to sto se TV nalazio iznad pomoćnog lezaja na kom je spavala moja ćerka, taka da tv nismo mogli da gledamo.",10,"Ovo je trenutno moje omiljene mesto za boravak u BG.
Top i savršena lokacija, čisto, ljubazno osoblje, sve je bilo savršeno i doćićemo opet. Jedinooo sto mi se nije svidelo je to sto se TV nalazio iznad pomoćnog lezaja na kom je spavala moja ćerka, taka da tv nismo mogli da gledamo.",pozitivan,ovaj trenutno omiljen mesto boravak bg top savršiti lokacija čisto ljubazan osoblje sav savršeno doćiti opet jedinooo sto svideti sto tv nalaziti iznad pomoćan lezaj spavati ćerka taka tv moći gledati
"Lokacija smestaja je predobra.
Osoblje je Veoma ljubazno",Sve je super bilo,10,"Lokacija smestaja je predobra.
Osoblje je Veoma ljubazno Sve je super bilo",pozitivan,lokacija smestja predobar osoblje veoma ljubazan sav super
"Raspoloženje idealno,sve na dohvat ruke.Vrlo čisto,svaka čast spremačicama.Nismo ih videli,ali uvek se vračali u idealno čistu sobu.Servis na visokom nivou.Što se tiče transfera,sve na vreme i po vrlo povoljnoj ceni.U automobilu ima wifi.Sve je bilo super",Nemamo zamerke,10,"Raspoloženje idealno,sve na dohvat ruke.Vrlo čisto,svaka čast spremačicama.Nismo ih videli,ali uvek se vračali u idealno čistu sobu.Servis na visokom nivou.Što se tiče transfera,sve na vreme i po vrlo povoljnoj ceni.U automobilu ima wifi.Sve je bilo super Nemamo zamerke",pozitivan,raspoloženje idealnosva dohvat rukevreti čistosvaki čast spremačicamismo videliati uvek vračati idealan čista sobuservis visok nivoušto ticati transferasvo vreme povoljan cena automobil imati wifisva super nemati zamerka
"Lokacijata e top,komocija super.Cistota e vrv.Moderen enterier. Go preporacuvam na sekoj koj ke patuva vo Beograd. Pristupacna cena kulturni i ljubezni  ljuge.",,10,"Lokacijata e top,komocija super.Cistota e vrv.Moderen enterier. Go preporacuvam na sekoj koj ke patuva vo Beograd. Pristupacna cena kulturni i ljubezni  ljuge. ",pozitivan,lokacijat e topkomocija supercistot e vrvmoderen enterier preporacuvati sek ke patuvati vo beograd pristupacan cena kulturan ljubezan čovek
"Cista soba, savrseno.",,10,"Cista soba, savrseno. ",pozitivan,cist soba savrsiti
"Sve je bilo super, cista soba, udoban krevet, lokacija dobra, ljubazno osoblje . Sve preporuke.",,10,"Sve je bilo super, cista soba, udoban krevet, lokacija dobra, ljubazno osoblje . Sve preporuke. ",pozitivan,sav super cist soba udoban krevet lokacija dobar ljubazan osoblje sav preporuka
"Ljubazno osoblje, cisto, lako se nalazi, blizu je do samog centra i blizini imate bioskop, prodavnicu, salon za masazu, trafiku ,kafic sve sto treba. Preko puta hotela je i taxi stanica tako da uvek imate dostupan taxi.",Jedini problem je saobracaj koju stvara visoku buku tako da ako niste navikli na to verovatno ce vam smetati ujutru.,9,"Ljubazno osoblje, cisto, lako se nalazi, blizu je do samog centra i blizini imate bioskop, prodavnicu, salon za masazu, trafiku ,kafic sve sto treba. Preko puta hotela je i taxi stanica tako da uvek imate dostupan taxi. Jedini problem je saobracaj koju stvara visoku buku tako da ako niste navikli na to verovatno ce vam smetati ujutru.",pozitivan,ljubazan osoblje cisto lako nalaziti do centar blizina imati bioski prodavnica salon masaz trafika kafic sav sto trebati hotel taxa stanica uvek imati dostupan taxa problem saobracaj stvarati visok buka navići verovatno smetati ujutru
"Lokacija je fantastična.
Kreveti su vrlo vrlo udobni i sve je besprekorno čisto.",/,10,"Lokacija je fantastična.
Kreveti su vrlo vrlo udobni i sve je besprekorno čisto. /",pozitivan,lokacija fantastičan krevet udoban sav besprekoran čist
Nista,"Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",2,"Nista Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",negativan,nista prevariti booking hotel kad rezervisati soba kao genius korisnik pisati e obaviti rezervacija izbaciti nov iznos e naplatiti hotel e dan dolazak pravo lakrdija napominjati genius korisnik treciti nivo ak godina putovati booking ovakav menjanje cjena nikad video sreca mali iznositi rezervisati noc sramota varati redovan korisnik usluga
"Sve ostalo je bilo i vise nego zadovoljavajuce
Soba ima terasu, pa je za pusace to veliki plus","Nesto duze cekanje prilikom check-in-a
Dupli krevet na slici je zapravo dva manja spojena",9,"Sve ostalo je bilo i vise nego zadovoljavajuce
Soba ima terasu, pa je za pusace to veliki plus Nesto duze cekanje prilikom check-in-a
Dupli krevet na slici je zapravo dva manja spojena",pozitivan,sav ostali mnogo zadovoljavati soba imati teras pusac velik plus nesto duziti cekanje prilikom checkina dupliti krevet slika zapravo manji spojen
"Lokacija i ambijent su prednost ovog mesta, veliko, moderno kupatilo.",,9,"Lokacija i ambijent su prednost ovog mesta, veliko, moderno kupatilo. ",pozitivan,lokacija ambijent prednost ovaj mesto velik moderan kupatilo
sve je super lokacija osoblje higijena,"bracni krevet jer je bio sastavljen od dva manja duseka pa je rupa u sredini kreveta , nema bade mantila , i cena je malo preterano visoka",6,"sve je super lokacija osoblje higijena bracni krevet jer je bio sastavljen od dva manja duseka pa je rupa u sredini kreveta , nema bade mantila , i cena je malo preterano visoka",neutralan,sav super lokacija osoblje higiti bracan krevet sastaviti manja dusek rupa sredina krevet nemati bada mantil cena malo preterano visok
"Veoma prijatno i gostoljivo osoblje. Apartman ima sve vrhunske kvalitete , higijena na visokom nivou. Pored vile se nalazi predivno jezero koje dopunjuje utisak predivnog odmora i osecaja beskrajnog uzivanja.",,10,"Veoma prijatno i gostoljivo osoblje. Apartman ima sve vrhunske kvalitete , higijena na visokom nivou. Pored vile se nalazi predivno jezero koje dopunjuje utisak predivnog odmora i osecaja beskrajnog uzivanja. ",pozitivan,veoma prijatan gostoljiv osoblje apartman imati sav vrhunski kvaliteta higilen visok nivo vilo nalaziti predivan jezero dopunjivati utisak predivan odmor osecaj beskrajan uzivanje
"Odlična lokacija, mir, doručak",,10,"Odlična lokacija, mir, doručak ",pozitivan,odličan lokacija mir doručak
"Izuzetno prijatan boravak, malo izdvojeno od centra, potpuni mir.",,10,"Izuzetno prijatan boravak, malo izdvojeno od centra, potpuni mir. ",pozitivan,izuzetno prijatan boravak malo izdvojiti centar potpun mir
"Odlicno mesto za odmor i uzivanje. U neposrednoj blizini nalazi se omanje jezero (na koje gleda terasa objekta gde se sluzi dorucak) te je priroda i okolina veoma opustajuca, vazduh je cist i put do Palickog jezera jos lepsi zahvaljuci takvoj sredini. Smestaj je veoma cist, odlicno opremljen, imali smo i krevetac za bebu.",,10,"Odlicno mesto za odmor i uzivanje. U neposrednoj blizini nalazi se omanje jezero (na koje gleda terasa objekta gde se sluzi dorucak) te je priroda i okolina veoma opustajuca, vazduh je cist i put do Palickog jezera jos lepsi zahvaljuci takvoj sredini. Smestaj je veoma cist, odlicno opremljen, imali smo i krevetac za bebu. ",pozitivan,odlican mesto odmor uzivanje neposredan blizina nalaziti omanjiti jezero gledati teras objekt sluziti dorucak prirod okolina veoma opustajucati vazduh cist do palicki jezero jos lepsiti zahvaljiti takav sredina smestaj veoma cist odlicno opremiti imati krevetac beba
"Lep smeštaj, dobra lokacija, prijatan i ljubazan domaćin koji nam je upitio korisne preporuke za obilazak Palića.
Posebno nam se svideo pogled iz restorana  gde smo doručkovali na jezero.
Kada bi ponovo bili na Paliću, sigurno bi se vratili u isti smeštaj.",,10,"Lep smeštaj, dobra lokacija, prijatan i ljubazan domaćin koji nam je upitio korisne preporuke za obilazak Palića.
Posebno nam se svideo pogled iz restorana  gde smo doručkovali na jezero.
Kada bi ponovo bili na Paliću, sigurno bi se vratili u isti smeštaj. ",pozitivan,lep smeštaj dobar lokacija prijatan ljubazan domaćin upititi koristan preporuka obilazak palić posebno svideti pogled restoran doručkovati jezero ponovo palića sigurno vratiti isti smešt j
"Sveobuhvatno fenomenalno!!!
Sve pohvale!",,10,"Sveobuhvatno fenomenalno!!!
Sve pohvale! ",pozitivan,sveobuhvatno fenomenalno sav pohvati
"Odlična lokacija,smeštaj odličan,jako čisto. Sve pohvale.",,10,"Odlična lokacija,smeštaj odličan,jako čisto. Sve pohvale. ",pozitivan,odličan lokacijasmeštaj odličanjako čisto sav pohvati
"Sve, a najviše mir i lepota u   ispred objekta!",,10,"Sve, a najviše mir i lepota u   ispred objekta! ",pozitivan,visok mir lepota ispred objekt
Bazen,"Soba nema terasu, nema gde da se suši veš",8,"Bazen Soba nema terasu, nema gde da se suši veš",pozitivan,bazen soba nemati teras nemati sušiti veš
"Lokacija je izvanredna, jezerce se nalazi ispred, blizu je glavnog šetališta a tek dovoljno skriven smeštaj kao neki dvorac u šumici. Noć je bila hladnija nego očekivano, soba je imala klimu ali podešavanja za toplo nisu radila tako da je mali minus. Doručak je bio jako ukusan, ali kako ga osoblje poručuje postoji tačno vreme kada možete doći ako poručite dan unapred i ume da kasni, što pretpostavljam da nije problem osim ako niste poslovno odseli kao mi. Sve u svemu, doći ćemo opet sigurno.","Doručak je malo kasnio i klima u smeštaju nije radila. Tople vode ima, samo morate malo sačekati. Sve ostalo je zaista bilo čisto i uredno.",8,"Lokacija je izvanredna, jezerce se nalazi ispred, blizu je glavnog šetališta a tek dovoljno skriven smeštaj kao neki dvorac u šumici. Noć je bila hladnija nego očekivano, soba je imala klimu ali podešavanja za toplo nisu radila tako da je mali minus. Doručak je bio jako ukusan, ali kako ga osoblje poručuje postoji tačno vreme kada možete doći ako poručite dan unapred i ume da kasni, što pretpostavljam da nije problem osim ako niste poslovno odseli kao mi. Sve u svemu, doći ćemo opet sigurno. Doručak je malo kasnio i klima u smeštaju nije radila. Tople vode ima, samo morate malo sačekati. Sve ostalo je zaista bilo čisto i uredno.",pozitivan,lokacija izvanredni jezerca nalaziti ispred glavni šetalište tek dovoljno skriti smeštaj kao dvorac šumika noć hladan očekivati soba imati klima podešavanje toplo raditi mali minus doručak jako ukusan osoblje poručivati postojati tačan vreme moći doći poručiti dan unapred umeti kasan pretpostavljati problem osim poslovno odsetiti kao sav doći opet siguran doručak malo kasniti klima smeštaj raditi topao voda imati morati malo sačekati sav ostali zaista čist uredan
"Ljubazno osoblje, apartman čist i moderan, lokacija izuzetna.",,10,"Ljubazno osoblje, apartman čist i moderan, lokacija izuzetna. ",pozitivan,ljubazan osoblje apartman čist moderan lokacija izuzetan
Sve je bilo super,,10,Sve je bilo super ,pozitivan,sav super
"bukvalno nov hotel, moderan, na odlicnoj lokaciji. svaka preporuka.",,10,"bukvalno nov hotel, moderan, na odlicnoj lokaciji. svaka preporuka. ",pozitivan,bukvalno nov hotel moderan odlicni lokacija svaki preporuka
"Prelep apartman prelepa lokacija,jako ljubazno osoblje",,10,"Prelep apartman prelepa lokacija,jako ljubazno osoblje ",pozitivan,prelep apartman prelepati lokacijajak ljubazan osoblje
"Apartmani su odlični sa kuhinjom (sa frižiderom, mikrotalasnom, kuvalom, besplatna kafa (2u1) i flašu vode). Čisto, uredno, udoban krevet, kupatilo čisto (sa fenom za sušenje kose na raspolaganju). Osoblje krajnje ljubazno i gostoljubivo. Svaka preporuka. Generalno je blizu jezera Palić, bliže je Krvavom jezeru.","Put do hotela nije asfaltiran i jako loš. Mada to možda i nije do hotela, već do samog grada.",10,"Apartmani su odlični sa kuhinjom (sa frižiderom, mikrotalasnom, kuvalom, besplatna kafa (2u1) i flašu vode). Čisto, uredno, udoban krevet, kupatilo čisto (sa fenom za sušenje kose na raspolaganju). Osoblje krajnje ljubazno i gostoljubivo. Svaka preporuka. Generalno je blizu jezera Palić, bliže je Krvavom jezeru. Put do hotela nije asfaltiran i jako loš. Mada to možda i nije do hotela, već do samog grada.",pozitivan,apartman odličan kuhinja frižider mikrotalasan kuvala besplatan kafa flaša voditi čisto uredno udoban krevet kupatilo čisto fena sušenje kose raspolaganje osoblje krajnji ljubazan gostoljubiv svaki preporuka generalno jezero palić blizak krvav jezero do hotel asfaltiran jako loš mada možda do hotel do grad
Čist i uredan smeštaj. Sve je novo i moderno. Domaćini uslužni. Vredi i više nego što košta.,Nije do Navigatora već do lokalne samouprave. Put do hotela nije asfaltiran ali je prihvatljiv,10,Čist i uredan smeštaj. Sve je novo i moderno. Domaćini uslužni. Vredi i više nego što košta. Nije do Navigatora već do lokalne samouprave. Put do hotela nije asfaltiran ali je prihvatljiv,pozitivan,čist uredan smeštaj sav nov moderan domaćina uslužna vrediti mnogo koštati do navigator do lokalan samouprava do hotel asfaltiran prihvatljiv
"Izuzetnost u opremljenosti apartmana, izgledu i  čistoći. Tišina i prijatnost boravka, osećaj sigurnosti, privatni parking.",Nikakve zamerke ni od strane najprobirljivijih gostiju.,10,"Izuzetnost u opremljenosti apartmana, izgledu i  čistoći. Tišina i prijatnost boravka, osećaj sigurnosti, privatni parking. Nikakve zamerke ni od strane najprobirljivijih gostiju.",pozitivan,izuzetnost opremljenost apartman izgled čistoća tišina prijatnost boravak osećaj sigurnost privatan parking nikakav zamerka strana irobirljiv gost
"Osoblje ljibazno ,hotel cist sve super",,10,"Osoblje ljibazno ,hotel cist sve super ",pozitivan,osoblje ljibazan hotel cistiti sav super
"Vrlo prijatan ambilent, objekat je nov tek otvoren.","Mala neorganizovanost, ali u prihvatljivim okvirima",8,"Vrlo prijatan ambilent, objekat je nov tek otvoren. Mala neorganizovanost, ali u prihvatljivim okvirima",pozitivan,prijatan ambilenti objekat nov tek otvoriti mali neorganizovanost prihvatljiv okvir
Odličan smestaj.,,10,Odličan smestaj. ,pozitivan,odličan smest j
"Apartmani su prelepi, osoblje ljubazno.
Osecali smo se kao da pripadamo tamo.",,10,"Apartmani su prelepi, osoblje ljubazno.
Osecali smo se kao da pripadamo tamo. ",pozitivan,apartman prelepiti osoblje ljubazno osecati kao pripadati tamo
"Odlicna lokacija  za odmor ,u neppsrednoj blizini jezera. Smestaj je izuzetno cist/udoban. Privatan parking.Svaka preporuka za objekat .",Sve ok,9,"Odlicna lokacija  za odmor ,u neppsrednoj blizini jezera. Smestaj je izuzetno cist/udoban. Privatan parking.Svaka preporuka za objekat . Sve ok",pozitivan,odlican lokacija odmor neppsredan blizina jezero smestaj izuzetno cistudoban privatan parkingsvak preporuka objekat sav ok
Čistoća.,Recepcionarka slabo zna srpski jezik. Stranci koji su boravili pijani ispod prozora u 3:30-05:30 buka katastrofalna.,10,Čistoća. Recepcionarka slabo zna srpski jezik. Stranci koji su boravili pijani ispod prozora u 3:30-05:30 buka katastrofalna.,pozitivan,čistoć recepcionarka slabo srpski jezik stranka boraviti pijan ispod prozor buka katastrofalan
mir tisina cisto  sve ok,manja mozda kvadratura apartmana,9,mir tisina cisto  sve ok manja mozda kvadratura apartmana,pozitivan,mir tisina cisto sav ok manji mozda kvadratura apartman
"Apartman je bio odlican, sve je bilo cisto, novo, lokacija odlicna, okolina tiha, mirna...
Prelepo mesto za odmor i opustanje",Sve nam se dopalo.,9,"Apartman je bio odlican, sve je bilo cisto, novo, lokacija odlicna, okolina tiha, mirna...
Prelepo mesto za odmor i opustanje Sve nam se dopalo.",pozitivan,apartman odlicati sav cisto nov lokacija odlican okolina tih miran prelepi mesto odmor opustanje dopasti
Sve je odrzavano,sve je bilo ok,9,Sve je odrzavano sve je bilo ok,pozitivan,sav odrzavati sav ok
"Izuzetno ljubazni domaćini, spremni da pomognu i oko stvari koje nisu deo hotelske usluge.  Čistoća je na zavidnom nivou.",,9,"Izuzetno ljubazni domaćini, spremni da pomognu i oko stvari koje nisu deo hotelske usluge.  Čistoća je na zavidnom nivou. ",pozitivan,izuzetno ljubazan domaćina spreman pomoći oko stvar deo hotelski usluga čistoć zavidan nivo
Zgrada u kojoj je apartman je nova i pristojno izgleda.,"Prilaz objektu je sa neobeleženog makadamskig puta, prašnjavog ili blatnjavog u dužini od 500+ metara. Apartman koji smo rezervisali na bookingu nije na slikama isti, ponuđen nam je smeštaj uz doplatu u drugom apartmanu.",5,"Zgrada u kojoj je apartman je nova i pristojno izgleda. Prilaz objektu je sa neobeleženog makadamskig puta, prašnjavog ili blatnjavog u dužini od 500+ metara. Apartman koji smo rezervisali na bookingu nije na slikama isti, ponuđen nam je smeštaj uz doplatu u drugom apartmanu.",neutralan,zgrada apartman nov pristojan izgleda prilaz objekt neobeležen makadamski prašnjav blatnjav dužina metar apartman rezervisati booking slika isti ponuditi smeštaj doplata drugi apartman
"Mirna lokacija, idealno za odmor i relaksaciju. Izuzetno gostoljubiv i ljubazan domaćin.
Sve ok.",,10,"Mirna lokacija, idealno za odmor i relaksaciju. Izuzetno gostoljubiv i ljubazan domaćin.
Sve ok. ",pozitivan,miran lokacija idealno odmor relaksacija izuzetno gostoljubiv ljubazan domaćin sav ok
"Sve. Od smeštaja, sadržaja, imanje je veliko. Privatnost i mir zagarantovani. Gazda ljubazan. Idealno i za porodična okupljanja",,10,"Sve. Od smeštaja, sadržaja, imanje je veliko. Privatnost i mir zagarantovani. Gazda ljubazan. Idealno i za porodična okupljanja ",pozitivan,sav smeštaj sadržaj imanje velik privatnost mir zagarantovan gazda ljubazan idealan porodičan okupljanje
"Lokacija- u prirodi. Veliki plac. Bilo je samo nas dvoje, ali ovo je idealno za veća društva. Domaćini su izuzetno ljubazni.","Čistoća bi mogla biti dosta bolja, prvenstveno u kuhinji. Frižider ne hladi kako treba i malih je dimenzija uz to. Da nismo doneli već ohladjeno ne bi stiglo da se ohladi uopšte. 
Mesto za sedenje pored bazena bi moglo biti malo lepše.",9,"Lokacija- u prirodi. Veliki plac. Bilo je samo nas dvoje, ali ovo je idealno za veća društva. Domaćini su izuzetno ljubazni. Čistoća bi mogla biti dosta bolja, prvenstveno u kuhinji. Frižider ne hladi kako treba i malih je dimenzija uz to. Da nismo doneli već ohladjeno ne bi stiglo da se ohladi uopšte. 
Mesto za sedenje pored bazena bi moglo biti malo lepše.",pozitivan,lokacija prirod velik plac dvoje ovaj idealan velik društvo domaćina izuzetno ljubazan čistoć moći dosta dobar prvenstveno kuhinja frižider hladiti trebati mali dimenzija doneti ohlastiti stići ohladiti uopšte mesto sedenje bazen moći malo lepši
Ljubaznost domacina najvise a sve ostalo je bolje od ocekivanog,,10,Ljubaznost domacina najvise a sve ostalo je bolje od ocekivanog ,pozitivan,ljubaznost domacina visok sav ostali dobro ocekivan
"Prelep ambijent,domacin po meri!
Sve top",,10,"Prelep ambijent,domacin po meri!
Sve top ",pozitivan,prelep ambijentdomacin mera sav top
Sve je bilo odlicno,Nemamo zamerke,10,Sve je bilo odlicno Nemamo zamerke,pozitivan,sav odlicno nemati zamerka
"Iako smo dosli u sred zime u prirodu, kuca za odmor je bila topla i uredna, sve je bilo kako treba. Imanje je veliko, sa lepim pogledom, deca i ljubimci imaju prostora za svako uzivanje. Postoje pripremljene mape i brosure uz koje se lako obilaze manastiiri, Nacionalni park, Sremski Karlovci, Dunav
Divno:)",,10,"Iako smo dosli u sred zime u prirodu, kuca za odmor je bila topla i uredna, sve je bilo kako treba. Imanje je veliko, sa lepim pogledom, deca i ljubimci imaju prostora za svako uzivanje. Postoje pripremljene mape i brosure uz koje se lako obilaze manastiiri, Nacionalni park, Sremski Karlovci, Dunav
Divno:) ",pozitivan,dosliti sred zima prirod kuc odmor topao uredni sav trebati imanje veliko lep pogled deca ljubimac imati prostor svaki uzivanje postojati pripremiti mapa brosura lako obilaziti manastiiriti nacionalan park sremski karlovac dunav divno
"Prelepa priroda,sjajan odmor",,10,"Prelepa priroda,sjajan odmor ",pozitivan,prelepati prirodasjajan odmor
"Idealno mesto za odmor,mir,tišina,svež vazduh,prijatno okruženje,sve preporuke",,10,"Idealno mesto za odmor,mir,tišina,svež vazduh,prijatno okruženje,sve preporuke ",pozitivan,idealan mesto odmormirtišinasvež vazduhprijatan okruženjesva preporuka
"Kuća okružena prirodom, čistim vazduhom i tišinom, predstavlja idealno mesto za odmor od svakodnevnog gradskog života. Vlasnik apartmana preljubazan, a dogovor sa njim izuzteno lak i brz.",,10,"Kuća okružena prirodom, čistim vazduhom i tišinom, predstavlja idealno mesto za odmor od svakodnevnog gradskog života. Vlasnik apartmana preljubazan, a dogovor sa njim izuzteno lak i brz. ",pozitivan,kuća okružiti prirod čist vazduh tišina predstavljati idealan mesto odmor svakodnevan gradski život vlasnik apartman preljubazan dogovor izuztiti lak brz
"Domaćin je jako ljubazan. Posjed je veliki i ima sadržaje za miran boravak sa djecom, ili pak za druženje sa prijateljima. Preporučujem ovu smještajnu jedinicu u toplijem periodu godine.","U vikendici je jedan klima uređaj koji može zagrijati samo potkrovlje dok u prizemlje toplota uopšte ne dopire. Bilo nam je hladno i vrijeme smo proveli u zimskim jaknama.
Kupatilo je takođe bez grijanja.",8,"Domaćin je jako ljubazan. Posjed je veliki i ima sadržaje za miran boravak sa djecom, ili pak za druženje sa prijateljima. Preporučujem ovu smještajnu jedinicu u toplijem periodu godine. U vikendici je jedan klima uređaj koji može zagrijati samo potkrovlje dok u prizemlje toplota uopšte ne dopire. Bilo nam je hladno i vrijeme smo proveli u zimskim jaknama.
Kupatilo je takođe bez grijanja.",pozitivan,domaćin jako ljubazan posjed velik imati sadržaj mirati boravak djeca druženje prijatelj preporučivati ovaj smještajan jedinica topli period godina vikendica klima uređaj moći zagrijati potkrovlje prizemlje toplota uopšte dopirati hladan vrijeme provesti zimski jakna kupatilo takođe grijanje
"sve je extra,priroda fantasticna a vlasnik veoma ljubazan i spreman za pomoci",,10,"sve je extra,priroda fantasticna a vlasnik veoma ljubazan i spreman za pomoci ",pozitivan,sav extraprirod fantastican vlasnik veoma ljubazan spreman pomok
"Odlican smestaj , sve pohvale .",-,10,"Odlican smestaj , sve pohvale . -",pozitivan,odlicati smestati sav pohvati
"Lokacija, osvetlenje",,10,"Lokacija, osvetlenje ",pozitivan,lokacija osvetlenje
